commit_date,commit,solution,loc_prod,loc_test,files_prod,files_test,classes,interfaces,avg_reach,p95_reach,max_reach,max_reach_file,core_size_pct,core_file_count,cycle_count,avg_fanout,max_fanout,max_fanout_file,avg_cyclomatic,p95_cyclomatic,max_cyclomatic,max_cyclomatic_method,avg_class_loc,p95_class_loc,max_class_loc,max_class_loc_name
2026-02-16T19:10:46+01:00,169e66ac,Humans.slnx,15460,1342,142,10,191,12,4.803,25,28,src/Humans.Application/Interfaces/IAuditLogService.cs,0.112676,16,1,1.085,10,src/Humans.Web/Program.cs,3.705,11,29,ProfileController.Edit,79.0,331,1424,AdminController
2026-02-18T23:28:47+01:00,8a9ee4e5,Humans.slnx,17515,1986,159,16,215,12,5.164,29,32,src/Humans.Application/Interfaces/IAuditLogService.cs,0.106918,17,2,1.094,11,src/Humans.Web/Program.cs,3.843,11,43,ProfileController.Edit,80.1,376,1552,AdminController
2026-02-19T03:30:32+01:00,2e98cbd1,Humans.slnx,18011,1986,159,16,216,12,5.164,29,32,src/Humans.Application/Interfaces/IAuditLogService.cs,0.106918,17,2,1.094,11,src/Humans.Web/Program.cs,3.993,12,53,ProfileController.Edit,82.3,386,1637,AdminController
2026-02-20T23:55:26+01:00,793bcebc,Humans.slnx,18057,1960,159,16,216,12,5.164,29,32,src/Humans.Application/Interfaces/IAuditLogService.cs,0.106918,17,2,1.094,11,src/Humans.Web/Program.cs,3.960,12,51,ProfileController.Edit,82.6,386,1688,AdminController
2026-02-21T23:09:05+01:00,21ed65b5,Humans.slnx,18012,1960,163,16,220,14,5.074,28,32,src/Humans.Application/Interfaces/IAuditLogService.cs,0.104294,17,2,1.104,11,src/Humans.Web/Program.cs,3.862,11,51,ProfileController.Edit,80.2,353,1353,AdminController
2026-02-23T23:54:10+01:00,1e2b29f5,Humans.slnx,18355,2037,167,17,224,14,4.988,28,32,src/Humans.Application/Interfaces/IAuditLogService.cs,0.101796,17,2,1.114,12,src/Humans.Web/Program.cs,3.871,12,51,ProfileController.Edit,80.3,353,1361,AdminController
2026-02-24T23:46:14+01:00,240b28e3,Humans.slnx,18465,2034,168,17,225,14,4.964,28,32,src/Humans.Application/Interfaces/IAuditLogService.cs,0.101190,17,2,1.113,12,src/Humans.Web/Program.cs,3.934,12,51,ProfileController.Edit,80.5,354,1369,AdminController
2026-02-26T19:57:49+01:00,aab73437,Humans.slnx,18623,2014,170,17,227,14,4.900,28,32,src/Humans.Application/Interfaces/IAuditLogService.cs,0.100000,17,2,1.094,11,src/Humans.Web/Program.cs,3.890,12,51,ProfileController.Edit,80.3,353,1373,AdminController
2026-02-27T19:06:03+01:00,31d10db8,Humans.slnx,18637,2014,170,17,227,14,4.900,28,32,src/Humans.Application/Interfaces/IAuditLogService.cs,0.100000,17,2,1.094,11,src/Humans.Web/Program.cs,3.898,12,51,ProfileController.Edit,80.4,353,1373,AdminController
2026-03-05T14:36:08Z,9b9b6b99,Humans.slnx,19272,2022,179,17,237,17,5.715,29,33,src/Humans.Application/Interfaces/IProfileService.cs,0.094972,17,2,1.201,11,src/Humans.Web/Program.cs,3.732,11,46,ProfileController.Edit,79.2,354,1044,AdminController
2026-03-06T09:48:08Z,ccea2dc8,Humans.slnx,19272,2022,179,17,237,17,5.715,29,33,src/Humans.Application/Interfaces/IProfileService.cs,0.094972,17,2,1.201,11,src/Humans.Web/Program.cs,3.732,11,46,ProfileController.Edit,79.2,354,1044,AdminController
2026-03-07T11:25:09Z,6f00943c,Humans.slnx,19272,2022,179,17,237,17,5.715,29,33,src/Humans.Application/Interfaces/IProfileService.cs,0.094972,17,2,1.201,11,src/Humans.Web/Program.cs,3.732,11,46,ProfileController.Edit,79.2,354,1044,AdminController
2026-03-08T22:10:53Z,eb1624fb,Humans.slnx,19298,6326,181,23,237,19,5.597,29,33,src/Humans.Application/Interfaces/IProfileService.cs,0.093923,17,2,1.144,11,src/Humans.Web/Program.cs,3.736,11,46,ProfileController.Edit,78.7,354,1044,AdminController
2026-03-10T23:06:56+01:00,8e58a8b1,Humans.slnx,20528,6562,193,25,249,20,5.637,30,33,src/Humans.Application/Interfaces/IProfileService.cs,0.088083,17,2,1.150,11,src/Humans.Web/Program.cs,3.843,12,46,ProfileController.Edit,79.7,375,1180,GoogleWorkspaceSyncService
2026-03-12T14:59:22+01:00,815d6af7,Humans.slnx,22105,7151,198,26,268,20,6.308,33,36,src/Humans.Application/Interfaces/IProfileService.cs,0.095960,19,2,1.192,11,src/Humans.Web/Program.cs,4.062,13,46,ProfileController.Edit,80.5,353,1566,TeamService
2026-03-14T14:03:53+01:00,efd8dc75,Humans.slnx,24329,7472,228,28,296,21,6.750,34,49,src/Humans.Application/Interfaces/ICampService.cs,0.083333,19,3,1.219,14,src/Humans.Application/Interfaces/ICampService.cs,4.087,13,46,ProfileController.Edit,80.4,375,1553,TeamService
2026-03-15T12:09:46+01:00,58607f84,Humans.slnx,26130,8335,251,32,317,23,6.928,35,49,src/Humans.Application/Interfaces/ICampService.cs,0.075697,19,4,1.219,14,src/Humans.Application/Interfaces/ICampService.cs,3.918,12,46,ProfileController.Edit,80.6,375,1553,TeamService
2026-03-16T19:04:10+01:00,1fd6de6f,Humans.slnx,28303,9185,271,35,360,25,6.812,35,49,src/Humans.Application/Interfaces/ICampService.cs,0.070111,19,5,1.196,14,src/Humans.Application/Interfaces/ICampService.cs,4.066,13,46,ProfileController.Edit,77.4,360,1619,TeamService
2026-03-17T13:55:28+01:00,23b0ec15,Humans.slnx,31589,9885,295,39,402,27,7.380,39,49,src/Humans.Application/Interfaces/ICampService.cs,0.064407,19,6,1.220,14,src/Humans.Application/Interfaces/ICampService.cs,4.155,13,46,ProfileController.Edit,77.7,375,1619,TeamService
2026-03-18T01:22:39+01:00,60bad9d9,Humans.slnx,32094,10281,300,41,408,28,7.757,41,50,src/Humans.Application/Interfaces/ICampService.cs,0.063333,19,6,1.217,14,src/Humans.Application/Interfaces/ICampService.cs,4.207,13,46,ProfileController.Edit,77.8,387,1621,TeamService
2026-03-19T23:16:39Z,334e6f4b,Humans.slnx,34248,10533,347,43,473,29,5.539,37,50,src/Humans.Domain/Entities/Camp.cs,0.054755,19,7,1.127,14,src/Humans.Web/Program.cs,3.813,11,46,ProfileController.Edit,72.0,335,1684,TeamService
2026-03-22T20:52:49Z,890246f1,Humans.slnx,37901,11231,373,44,536,31,5.440,38,52,src/Humans.Domain/Entities/Camp.cs,0.050938,19,8,1.147,14,src/Humans.Web/Controllers/VolController.cs,3.634,11,46,ProfileController.Edit,70.7,337,2135,TeamService
2026-03-23T23:39:31+01:00,3e802d9c,Humans.slnx,39587,11376,386,45,556,33,5.386,37,52,src/Humans.Domain/Entities/Camp.cs,0.049223,19,8,1.142,14,src/Humans.Web/Controllers/VolController.cs,3.684,12,46,ProfileController.Edit,71.1,337,2135,TeamService
2026-03-24T18:38:01+01:00,ef16b912,Humans.slnx,40146,11479,393,45,561,34,5.710,40,54,src/Humans.Domain/Entities/Camp.cs,0.050891,20,9,1.142,14,src/Humans.Web/Controllers/VolController.cs,3.719,12,46,ProfileController.Edit,71.4,337,2135,TeamService
2026-03-25T23:13:27Z,a8682926,Humans.slnx,41821,11772,402,46,572,36,5.706,40,55,src/Humans.Domain/Entities/Camp.cs,0.049751,20,9,1.139,14,src/Humans.Web/Controllers/VolController.cs,3.745,12,46,ProfileController.Edit,72.9,337,2141,TeamService
2026-03-26T18:43:09+01:00,26cb80cb,Humans.slnx,41904,11772,402,46,572,36,5.706,40,55,src/Humans.Domain/Entities/Camp.cs,0.049751,20,9,1.139,14,src/Humans.Web/Controllers/VolController.cs,3.748,12,46,ProfileController.Edit,73.0,337,2142,TeamService
2026-03-27T23:13:36+01:00,1ca5293c,Humans.slnx,42791,11882,409,46,588,37,5.746,41,56,src/Humans.Domain/Entities/Camp.cs,0.048900,20,9,1.156,15,src/Humans.Web/Program.cs,3.771,12,46,ProfileController.Edit,72.5,335,2167,TeamService
2026-03-28T16:52:20+01:00,dd450003,Humans.slnx,44171,11890,424,46,600,38,6.097,43,56,src/Humans.Domain/Entities/Camp.cs,0.047170,20,10,1.151,15,src/Humans.Web/Program.cs,3.734,12,46,ProfileController.Edit,73.4,353,2170,TeamService
2026-03-29T23:47:43+02:00,a92907c5,Humans.slnx,44956,12063,427,47,610,38,6.070,43,56,src/Humans.Domain/Entities/Camp.cs,0.046838,20,10,1.152,15,src/Humans.Web/Program.cs,3.796,12,52,HomeController.Index,73.6,344,2169,TeamService
2026-03-30T23:43:03+02:00,da1f2683,Humans.slnx,45611,12144,436,47,627,41,5.954,43,56,src/Humans.Domain/Entities/Camp.cs,0.045872,20,10,1.138,15,src/Humans.Web/Program.cs,3.782,11,46,ProfileController.Edit,72.4,346,2202,TeamService
2026-03-31T23:57:45+02:00,98bf35c1,Humans.slnx,46437,12461,440,49,633,41,6.177,43,56,src/Humans.Domain/Entities/Camp.cs,0.045455,20,10,1.141,15,src/Humans.Web/Program.cs,3.807,12,46,ProfileController.Edit,73.1,353,2185,TeamService
2026-04-01T23:17:19+02:00,cfbdf343,Humans.slnx,48666,13031,465,52,664,42,6.187,43,56,src/Humans.Domain/Entities/Camp.cs,0.043011,20,11,1.131,14,src/Humans.Web/Controllers/ProfileController.cs,3.827,11,46,ProfileController.Edit,73.1,341,2239,TeamService
2026-04-02T23:29:39+02:00,ea322aa0,Humans.slnx,50430,13329,474,54,681,44,6.194,44,56,src/Humans.Domain/Entities/Camp.cs,0.042194,20,11,1.124,14,src/Humans.Web/Controllers/ProfileController.cs,3.865,12,46,ProfileController.Edit,73.9,353,2303,TeamService
2026-04-04T06:25:20+02:00,f273e886,Humans.slnx,53606,15231,498,60,731,48,6.094,44,57,src/Humans.Domain/Entities/Camp.cs,0.040161,20,11,1.129,16,src/Humans.Web/Program.cs,3.859,12,46,ProfileController.Edit,72.9,354,2288,TeamService
2026-04-05T23:57:39+02:00,4053e150,Humans.slnx,53808,15231,498,60,731,48,6.100,44,57,src/Humans.Domain/Entities/Camp.cs,0.040161,20,11,1.135,16,src/Humans.Web/Program.cs,3.875,12,46,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.2,354,2314,GoogleWorkspaceSyncService
2026-04-06T17:40:47+02:00,8a56fbe4,Humans.slnx,54451,15234,500,60,736,48,6.082,44,57,src/Humans.Domain/Entities/Camp.cs,0.040000,20,11,1.136,16,src/Humans.Web/Program.cs,3.874,12,46,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.6,343,2323,GoogleWorkspaceSyncService
2026-04-07T23:52:31+02:00,5149983b,Humans.slnx,57400,15708,522,62,772,51,6.548,46,60,src/Humans.Domain/Entities/CampPolygon.cs,0.040230,21,11,1.165,18,src/Humans.Web/Program.cs,3.830,12,47,ProfileController.Edit,74.0,354,2345,GoogleWorkspaceSyncService
2026-04-08T21:02:27+02:00,2c9bc7f5,Humans.slnx,59210,16489,533,66,792,52,6.520,46,60,src/Humans.Domain/Entities/CampPolygon.cs,0.039400,21,11,1.174,18,src/Humans.Web/Program.cs,3.882,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,74.3,354,2475,GoogleWorkspaceSyncService
2026-04-09T23:53:37+02:00,898ad10a,Humans.slnx,59202,17252,541,69,801,53,6.623,46,60,src/Humans.Domain/Entities/CampPolygon.cs,0.038817,21,12,1.157,18,src/Humans.Web/Program.cs,3.883,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.4,354,2475,GoogleWorkspaceSyncService
2026-04-11T00:12:01+02:00,7fb74558,Humans.slnx,60592,17742,553,71,815,55,6.863,49,63,src/Humans.Domain/Entities/CampPolygon.cs,0.039783,22,12,1.143,18,src/Humans.Web/Program.cs,3.873,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.7,354,2475,GoogleWorkspaceSyncService
2026-04-13T19:09:21+02:00,a71b84f4,Humans.slnx,61054,17913,555,71,822,56,6.841,49,63,src/Humans.Domain/Entities/CampPolygon.cs,0.039640,22,12,1.142,18,src/Humans.Web/Program.cs,3.850,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.5,354,2475,GoogleWorkspaceSyncService
2026-04-14T17:02:28+02:00,9cb6b78c,Humans.slnx,61366,17895,555,71,828,56,6.836,49,63,src/Humans.Domain/Entities/CampPolygon.cs,0.039640,22,12,1.141,18,src/Humans.Web/Program.cs,3.835,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.4,354,2475,GoogleWorkspaceSyncService
2026-04-15T23:59:42+02:00,37f06843,Humans.slnx,62005,18190,559,73,834,58,6.499,46,60,src/Humans.Domain/Entities/CampPolygon.cs,0.037567,21,12,1.134,18,src/Humans.Web/Program.cs,3.806,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.4,354,2478,GoogleWorkspaceSyncService
2026-04-16T03:16:16+02:00,0e84ad24,Humans.slnx,63266,19233,576,79,848,63,6.215,46,60,src/Humans.Domain/Entities/CampPolygon.cs,0.031250,18,13,1.141,18,src/Humans.Web/Program.cs,3.784,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.1,350,2546,GoogleWorkspaceSyncService
2026-04-17T01:50:00+02:00,df4aa878,Humans.slnx,63266,19233,576,79,848,63,6.215,46,60,src/Humans.Domain/Entities/CampPolygon.cs,0.031250,18,13,1.141,18,src/Humans.Web/Program.cs,3.784,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.1,350,2546,GoogleWorkspaceSyncService
2026-04-20T20:22:55+02:00,1d84b868,Humans.slnx,63266,19233,576,79,848,63,6.215,46,60,src/Humans.Domain/Entities/CampPolygon.cs,0.031250,18,13,1.141,18,src/Humans.Web/Program.cs,3.784,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,73.1,350,2546,GoogleWorkspaceSyncService
2026-04-21T20:58:09+02:00,16314618,Humans.slnx,66902,21443,608,89,881,69,5.847,46,60,src/Humans.Domain/Entities/CampPolygon.cs,0.019737,12,15,1.212,28,src/Humans.Application/Services/Profile/ProfileService.cs,3.733,12,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,74.2,354,2677,TeamService
2026-04-22T23:57:06+02:00,e8983361,Humans.slnx,75895,28490,691,129,958,100,5.789,44,60,src/Humans.Domain/Entities/CampPolygon.cs,0.017366,12,14,1.414,28,src/Humans.Application/Services/Profile/ProfileService.cs,3.344,11,50,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,74.5,341,2821,TeamService
2026-04-23T23:28:40+02:00,fe573381,Humans.slnx,82734,30917,718,147,1012,111,5.943,44,60,src/Humans.Domain/Entities/CampPolygon.cs,0.016713,12,14,1.564,29,src/Humans.Application/Services/Profile/ProfileService.cs,3.210,11,48,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,75.8,350,2271,GoogleWorkspaceSyncService
2026-04-24T20:39:19+02:00,fc5d8eb2,Humans.slnx,83394,30928,720,147,1014,112,5.925,44,60,src/Humans.Domain/Entities/CampPolygon.cs,0.016667,12,14,1.558,29,src/Humans.Application/Services/Profile/ProfileService.cs,3.194,10,48,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,76.2,354,2295,TeamService
2026-04-25T23:48:52+02:00,61a194e2,Humans.slnx,85888,32692,749,163,1058,119,5.354,42,61,src/Humans.Domain/Entities/CampMember.cs,0.016021,12,14,1.522,29,src/Humans.Application/Services/Profile/ProfileService.cs,3.220,11,48,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,75.1,350,2295,TeamService
2026-04-26T02:15:25+02:00,af734a73,Humans.slnx,85888,32783,749,164,1058,119,5.354,42,61,src/Humans.Domain/Entities/CampMember.cs,0.016021,12,14,1.522,29,src/Humans.Application/Services/Profile/ProfileService.cs,3.220,11,48,GoogleWorkspaceSyncService.SyncDriveResourceGroupAsync,75.1,350,2295,TeamService
2026-04-27T16:10:22+02:00,6867c6d92,Humans.slnx,87970,34000,771,169,1089,122,5.463,42,63,src/Humans.Domain/Entities/CampRoleAssignment.cs,0.015564,12,15,1.530,28,src/Humans.Application/Services/Profile/ProfileService.cs,3.225,11,50,ProfileController.Edit,74.7,340,2295,TeamService
2026-04-28T11:25:45+02:00,2a90634cb,Humans.slnx,87978,34000,771,169,1089,122,5.463,42,63,src/Humans.Domain/Entities/CampRoleAssignment.cs,0.015564,12,15,1.530,28,src/Humans.Application/Services/Profile/ProfileService.cs,3.225,11,50,ProfileController.Edit,74.7,340,2295,TeamService
2026-04-29T23:51:33+02:00,42a695e48,Humans.slnx,88101,35050,772,174,1092,123,5.453,42,63,src/Humans.Domain/Entities/CampRoleAssignment.cs,0.015544,12,15,1.527,29,src/Humans.Application/Services/Profile/ProfileService.cs,3.213,10,50,ProfileController.Edit,74.4,338,2297,TeamService
2026-05-01T20:01:01+02:00,d7671c6c7,Humans.slnx,88858,37281,771,183,1090,122,5.440,42,63,src/Humans.Domain/Entities/CampRoleAssignment.cs,0.015564,12,15,1.521,29,src/Humans.Application/Services/Profile/ProfileService.cs,3.234,11,50,ProfileController.Edit,75.3,338,2297,TeamService
2026-05-02T19:04:09+02:00,817299722,Humans.slnx,93255,40999,795,194,1130,126,5.509,42,63,src/Humans.Domain/Entities/CampRoleAssignment.cs,0.015094,12,16,1.551,30,src/Humans.Application/Services/Profile/ProfileService.cs,3.270,11,50,ProfileController.Edit,76.3,350,2335,TeamService
2026-05-03T20:25:56+02:00,b04fb877e,Humans.slnx,95667,41777,854,204,1184,138,5.242,42,63,src/Humans.Domain/Entities/CampRoleAssignment.cs,0.014052,12,17,1.522,30,src/Humans.Application/Services/Profile/ProfileService.cs,3.279,11,50,ProfileController.Edit,74.3,346,2335,TeamService
2026-05-04T23:50:46+02:00,0de87ebf8,Humans.slnx,99755,44377,897,219,1233,141,3.757,25,48,src/Humans.Application/Services/Profile/ProfileService.cs,0.010033,9,20,1.501,30,src/Humans.Application/Services/Profile/ProfileService.cs,3.273,11,50,ProfileController.Edit,74.3,346,2434,GoogleWorkspaceSyncService
2026-05-05T23:58:27+02:00,df3deedac,Humans.slnx,102058,48683,915,248,1254,143,3.823,25,59,src/Humans.Web/Program.cs,0.009836,9,20,1.514,30,src/Humans.Application/Services/Profile/ProfileService.cs,3.296,11,50,ProfileController.Edit,74.7,349,2434,GoogleWorkspaceSyncService
2026-05-06T00:04:50+02:00,93bad32bf,Humans.slnx,102172,48939,915,248,1256,143,3.823,25,59,src/Humans.Web/Program.cs,0.009836,9,20,1.514,30,src/Humans.Application/Services/Profile/ProfileService.cs,3.298,11,50,ProfileController.Edit,74.7,349,2434,GoogleWorkspaceSyncService
2026-05-08T23:04:23+02:00,88c59b56e,Humans.slnx,102633,48884,919,249,1263,143,3.812,25,59,src/Humans.Web/Program.cs,0.009793,9,20,1.513,30,src/Humans.Application/Services/Profile/ProfileService.cs,3.297,11,50,ProfileController.Edit,74.7,349,2494,GoogleWorkspaceSyncService
2026-05-09T23:10:11+02:00,cd22e8d3c,Humans.slnx,104428,51676,938,260,1281,147,3.786,25,61,src/Humans.Web/Program.cs,0.009595,9,20,1.515,28,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.336,11,54,ProfileController.Edit,74.6,334,2509,ProfileController
2026-05-10T21:30:16+02:00,b179601dd,Humans.slnx,107301,54044,961,267,1314,152,4.087,25,61,src/Humans.Web/Program.cs,0.009365,9,20,1.631,29,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.278,11,54,ProfileController.Edit,74.6,346,2535,ProfileController
2026-05-11T20:45:18+02:00,4bb18dfab,Humans.slnx,109530,55886,986,276,1356,155,4.028,25,61,src/Humans.Web/Program.cs,0.009128,9,20,1.626,29,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.291,11,54,ProfileController.Edit,73.8,332,2654,ProfileController
2026-05-12T23:46:07+02:00,ed5583742,Humans.slnx,114944,60726,1055,305,1446,163,3.791,26,60,src/Humans.Web/Program.cs,0.008531,9,20,1.624,33,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.293,11,54,ProfileController.Edit,72.7,331,2712,ProfileController
2026-05-13T23:56:12+02:00,1ea01d85d,Humans.slnx,118362,65498,1083,334,1487,168,3.907,26,60,src/Humans.Web/Program.cs,0.008310,9,20,1.649,33,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.291,11,54,ProfileController.Edit,72.6,331,2680,ProfileController
2026-05-14T23:52:45+02:00,b44d275a6,Humans.slnx,120319,68022,1103,348,1509,173,3.909,26,60,src/Humans.Web/Program.cs,0.008160,9,20,1.661,33,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.290,11,54,ProfileController.Edit,72.5,331,2680,ProfileController
2026-05-15T18:08:51+02:00,509dcd80c,Humans.slnx,128414,71547,1173,354,1750,180,3.892,26,64,src/Humans.Web/Program.cs,0.007673,9,23,1.684,35,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.184,10,54,ProfileEditViewModelBuilder.Build,67.7,321,2586,TeamService
2026-05-16T23:58:18+02:00,1b1f70b11,Humans.slnx,131971,73619,1191,370,1770,183,3.812,26,64,src/Humans.Web/Program.cs,0.007557,9,23,1.673,36,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.158,10,54,ProfileEditViewModelBuilder.Build,68.6,324,2495,TeamService
2026-05-17T23:19:13+02:00,34691fcd7,Humans.slnx,130309,76968,1218,381,1809,190,3.800,26,64,src/Humans.Web/Program.cs,0.007389,9,24,1.686,36,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.151,9,54,ProfileEditViewModelBuilder.Build,66.8,314,2486,ProfileController
2026-05-18T21:01:04+02:00,a5bfa72c7,Humans.slnx,127186,77748,1225,385,1818,193,3.733,26,65,src/Humans.Web/Program.cs,0.007347,9,24,1.696,36,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.313,10,54,ProfileEditViewModelBuilder.Build,64.6,302,2436,ProfileController
2026-05-19T23:50:04+02:00,c5b303d5e,Humans.slnx,128592,78864,1234,392,1844,193,3.740,26,65,src/Humans.Web/Program.cs,0.007293,9,24,1.702,36,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.323,10,54,ProfileEditViewModelBuilder.Build,64.4,302,2436,ProfileController
2026-05-20T22:12:17+02:00,3eabc402b,Humans.slnx,128951,79435,1238,398,1850,193,3.752,26,65,src/Humans.Web/Program.cs,0.007270,9,24,1.702,36,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.325,10,54,ProfileEditViewModelBuilder.Build,64.4,302,2473,ProfileController
2026-05-22T23:40:18+02:00,873121dcd,Humans.slnx,129299,79834,1242,400,1854,194,3.774,26,65,src/Humans.Web/Program.cs,0.007246,9,24,1.713,36,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.349,10,54,ProfileEditViewModelBuilder.Build,64.4,305,2471,ProfileController
2026-05-23T23:59:22+02:00,d9a5ab336,Humans.slnx,129625,80480,1252,405,1867,198,3.797,26,67,src/Humans.Web/Program.cs,0.007188,9,26,1.708,36,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.350,10,54,ProfileEditViewModelBuilder.Build,64.1,301,2476,ProfileController
2026-05-24T23:47:40+02:00,760256346,Humans.slnx,130196,80483,1266,409,1872,201,3.808,26,68,src/Humans.Web/Program.cs,0.007109,9,27,1.715,36,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.349,10,54,ProfileEditViewModelBuilder.Build,64.1,299,2489,ProfileController
2026-05-25T00:08:31+02:00,ad7354275,Humans.slnx,130202,80669,1266,410,1872,201,3.808,26,68,src/Humans.Web/Program.cs,0.007109,9,27,1.716,36,src/Humans.Web/Extensions/InfrastructureServiceCollectionExtensions.cs,3.350,10,54,ProfileEditViewModelBuilder.Build,64.1,299,2489,ProfileController
